Unnamed: 0,audio_name,script,label,speech_to_text,cos_sim,cos_sim_list
0,03bSnISJMiM.wav,Oh this quality is horrible Ok well anyhow um This is xxx xxx and I just wanted to do a review of the movie Hanna coz I just watched it today with my family oh and BTW Happy Easter Ok Anyhow Hanna is basicaly about um I dont wanna give it away but basicaly this girl husband trained her whole life to fight and just be prepared for whats out there and trying to get her Anyhow It was really good thay did they didnt really do a whole bunch of background info on why she has to fight and be prepared I mean they did a little bit of it but not a whole bunch and they shouldve I guess they shouldve live up with more and xxx but besides that it was all over pretty good and there is like someone while someone there was a lot of action oh my god a lot of action there is sad part a lot of sad parts but it was really really awesome um well Ok so hanna she goes with this family and shes with this family and Im not gonna say why but the daughter of the family she wants to take her she wants to go on this date but in order to go on the date she need another date so she takes Hanna with her and Hanna being away from civilization as long as she has been she doesnt really know shes so her and the boy that shes on date with theyre just kind of sitting on the bench and theyre just like look away from each other look at each other look away look away than he gets closer and shes like are we suppose to kiss now and hes like um do you want to and shes like then she starts like puckering up whatever he comes in closer and then she grabbed like like shes gonna hold a thing so she can snap his like nack anytime and hes like down on the ground shes just totally tackled him and its a really funny and then the girl the girl from the family not Hanna comes up with the the the other boy and shes like Hanna,0,all of you horrible. okay well funny how. cuz I just watched it today with my family. basically about to fight and. I'm prepared for what's out there and trying to get her anyhow. it was really good. I needed a little bit of it but not a whole bunch. besides that it was all over be good. there is life. somewhat wild a lot of action. Riverside Park. she goes with this family and she's with his family. she wants. take her to one of the states that snowing to go on a date. and Hannah being away from civilization as long as she has them. like look like me. then she starts late and it's a really funny joke about a boy and,0.5651041865348816,0.5651
1,0h-zjBukYpk.wav,huh huh OK OK hello this is xxx man eleven here for review of XMen Origins Wolverine throat cleaning starring Hugh Jackman Liev Schreiber Danny Houston Ryan Reynolds Will I am and Taylor Kitsch and yes I just watched this a week ago most specifically July 27 so who ran off for over 3 dollar theater showings now the title of the movie basically says it all the movie shows the origins and backstory of famed Xman member Wolverine now Im not even gonna sugar coat this this movie frustrated me to such an extreme extent that I was loudly exclaiming why at the end of the film my reason Im a comic book fan that like to see comic book characters treated responsibly that huh before we go on with that I must say that this had a surprisingly decent cast strange since one of my biggest grapes with the Xman series was and always is the xxx now Hugh Jackman was always the best choice to play Wolverine I will admit that and in my opinion he carried the movie fine you know nothing great but you know he did it hes a star of the movie nothing special he carried it um also Liev Schreiber or Schreiber um I like calling him Liev Schreiber um is Victor Creed otherwise best known as Sabertooth which shes not called once in the whole movie which is a smart move since you know you have to be real comic book fan to get what hes name is supposed to be but its pretty selfexplanatory but going on um I actually think that Liev Schreiber is a good actor and he almost looks exactly the same as this character in Defiance I mean it was like he was too lazy to take off the costume or something now other performances are borderline OK but the two big character appearances in this movie are easily Deadpool and Gambit um Deadpool being Ryan Raynolds and Gambit being played by Taylor Kitsch Taylor Kitsch yes Ryan Raynolds has eleven minutes of screen time maximum actually I liked him a lot and I thought he made a good actor for the dead poor character now hes seen at the beginning that really sold me I mean that was impressive I liked that scene where he had a swords in there and theres bunch of people that are gonna shoot him boom boom boom boom take him down take him down bam bam bam bam bam take that with my magical swords,0,hello is this man living here for you next man Origins Wolverine. William and yes I just watched this a week ago most specifically July 27th showings. know what the title of the movie basically says it all the movie shows the origins and backstory of famed X-Men member. I'm not going to sugarcoat this this movie to such an extreme extreme y at the end of my reason I'm a comic books and that like to see comic book characters treated responsibly. before we go on with that I must say that this had a surprisingly decent cast strange the X-Men series was and always is the castic national Jackman was always the best choice to play Wolverine I will admit that and you know nothing great he's the star of the movie nothing special is Victor Creed otherwise known as Sabertooth when she's not called once in the comic books what his name is supposed to be. but it's pretty self-explanatory almost exactly the same as his character in Defiance it was like he was too lazy to take off the costumer something borderline okay but the two big character appearances in this movie screen time maximum character. no just seen that with my magical sword,0.5859375,0.5859
2,1DmNV9C1hbY.wav,hey everyone welcome to Toppers movie review so its Friday January 8 and last week I went and saw Alvin and the chipmunks 2 you know what normally I do a review right after I saw the movie but for this one I just didnt feel like it um I loved the very first Alvin and the chipmunks movie because it had a real nostalgic feel to it it reminded me of getting up on a Saturday morning and eating fruit loops and um watching cartoons but you know for this one I just didnt care um I saw no reason why they needed to bring back the villain from the first one and um while the trailer made the film look real nice and cute it was just flat um Im sure kids are gonna love it kids are gonna love the film I mean its a its a you know CGI Chipmunk movie and they sing and they play songs from todays top ten but for me I was just a little bored sure there were cute money parts in the mixting of the film but otherwise I dont know I didnt even care for it but you go check it out and you let me know what you,0,hey everyone walking at Oprah's movie review so it's Friday January 8th and last week I wouldn't saw Alvin and the Chipmunks 2 you know what normally I do over you right after the movie. I just didn't feel like it I love the very first Alvin and the Chipmunks movie because it had a real job is filled with it reminded me of getting up on Saturday morning and eating fruit loops and I watching cartoons but you know for this one I just didn't care I saw no reason why I didn't either bring back the villain from the first one and wall the trailer made the film look real nice and cute it was just whack you know CGI Chipmunks movie and they sing in a play songs from today's top 10 but for me I was just a little bored sure there was a little cute funny parts in mixed in the film but otherwise I don't know,0.5833333134651184,0.5833
3,1iG0909rllw.wav,HiIm OliviaUm this is my New Moon review So first of all Im not a xxxI have read the books um and I thought they were average Lets face it they are really not master pieces I thought Twilight directed by Catherine Hardwicke was actually really rather enjoyable um I mean obviously it had its flaws but cinematicly I thought it was good quite good It wasit was enjoyable I wasnt thinking on hearing that Chris Weitz was gonna start the New Moon because of the destruction that was Phillip Pullman the Golden Compass I thought that film was awful and I I didint really know what to expect from New Moon um in terms of his direction Overall New Moon was it was OK just average the thing is its a very good translation of the book Its very very loyal to the book and I really appreciate that loyalty um however it is this loyalty to the original source that gives it its flaws Because people have read the book to understand what was going on And the book is not necessarily the most thrilling book ever I mean the entire xxx is Bella Swan Kristen Kristens Stewards character mobbing around completely depressed It wasnt really the best the most thrilling read ever Ill say that So overallNew Moon even with the bigger better budgets huh it was still too long the angsty too angsty moments withdrawn out to the max as far as thay can go and the script it left all the key plots and emotion from the characters to be exposed through dialogue I think it was Empire magazines review of New Moon that said that Kristen relied heavily on the tactic of tactic of blinking a lot which she really does do a lot but at the same goes for Rob Pattinson as Edward and Taylor Lautner as Jacob they do a lot of frowning Im a manly man and I frown For the moment in this the whole cinema was laughting and you knew you shouldnt be laughing My favorite scene would definately be the Volturi um then my wins on screen wiskers I mean they were really worn in a lots which is a shame because I thought xxx really rather good and um Michael Sheen as Aro as well he was rather enjoyable to watch And I think the Volturi that was my exciting bit of the entire film The rest of the film was just watching Kristen just mob around and that was really boring See I said it was a really rushed review I mean Im really busy at the moment um so I hope they have got more videos coming up seeing but yes,0,this is my new moon review soap Festival I'm not at my house I have read the books I thought they were average I mean let's face it everything almost pieces I felt when I had it flows but I mean because of the destruction that was Philip Pullman's The Golden Compass I saw that sound was. And I mean was it was okay just average station off the book to the original source.. Gives it its flaws because he was moving around completely depressed wasn't the best starting read budget. it was still the ACT 90 moments with the script and emotion from the characters to be exposed through Dialogue on the tactic of blinking a lot but she really does. that was most exciting that the entire film the rest of the film was just watching Kristen just saying but,0.65625,0.6562
4,2WGyTLYerpo.wav,much say that I really enjoyed Cowboys and Aliens There was a lot of fun You guys dont know what youre gonna go and see when you go walk into the movie called Cowboys and Aliens If youre expecting some artsy serious Oscar contender than youre wrong The only Oscar that I can even thing of is maybe like best cinematography Because the cinematography in this movie is great and maybe best visual effects coz the visual effects are pretty cool But again you you cant expect a huge like surreal mind bender from the movie called Cowboys and Aliens yo youre gonna see cowboys fighting aliens and you get it here and its satisfactory The action is really intense which surprised me I didnt expect the action to be so intense Theres some really intense action scenes especially the scene when the aliens first invade That scene is like crazy It gave me chills i its a lot of fun the action is really cool The aliens are really cool OK Im not gonna spoil what they look like one thing I like with the aliens is that a they are not just weak links that hide behind the technology They are huge theyre really strong and theyre kind of scary looking I didnt expect that and also I like how its kind of upfront to show them to us instead of hiding them like showing a little like an arm on scene or something no they just straight up show it to us And I really enjoyed that I it was really cool when they did that coz the aliens were really cool looking Daniel Craig does a very good job here He kind of channels the man with no name Clint Eastwood and a lot of people have been saying that I think he does a great job at what he does Hes a really bad ass is really really hard core He doesnt take crap from anybody and he does a really good job Also his innocent accent is pretty convincing Harrison Ford is also good Hes he gives an entertaining performance as the kind of like the leader the of the town hes like an outlaw leader but everyones kind of afraid of him and he at first hes just kind of like grumpy old guy but he becomes more likeable his guts developed more as more likeable character so you can care about him and alsoum Olivia Wild shes pretty good shes beautiful and shes not a bad actor shes actually pretty good Shes in everything nowadays Dont flaw There are some flaws here and there but theyre not huge glaring flaws but they are noticable flaws Such as sometimes the aliens in the western setting do look a little goofy but I was kind of expecting that um theres a plot twist Im not gonna reveal I wasnt a huge fan of it I just thought it was kind of stupid and sometimes it kind of veers into cliche action movie territory like a movie called Cowboys and Aliens a lot of people would think would be kind of like crazy but sometimes it just veers entirely cliche action movie territory again not a huge flaw but its there and its noticable Overall I really enjoyed Cowboys and Aliens and Im gonna give it an eight out of ten It was really fun a very good time and I definately recommend you check it out in theaters coz thats th,0,are you guys even know what you're going to do when you go walk into a movie called Cowboys now doing some serious Oscar Contender the only. but again you can't expect a huge like three reminder from movie called Cowboys & Aliens aliens. can you get a sheer satisfactory the action is really intense which surprised me I didn't expect the first invade that's he was like crazy it gave me chills it's a lot of fun is he action is really cool the aliens are really cool technology scary-looking I didn't expect that and also I like how they just kind of upfront or something just like straight-up show it to us and I really enjoy that it was really really cool if Daniel Craig kind of channels. good job also his of the town he's like an outlaw leader but I've been kind of is so afraid of him and he developed and also Olivia Wilde she's pretty good she's beautiful and she's not a bad actress she's actually pretty good there some flaws here and there but then they are noticeable. sometimes the aliens in the western setting plot and stupid and sometimes it kind of years into cliche Action Territory like they just beers inside like a shack. And I definitely recommend you check it out in theaters cuz that's,0.5846353769302368,"[:512][-512:]0.5781,0.5911"
5,2iD-tVS8NPw.wav,hey welcome to stuffwelikecom video review of the Green Lantern stuff we like before I went in to see the Green Lantern Ive been hearing all these like critics basically just trashing this movie left and right I wasnt entirely sure why exactly I didnt read what they had written about the Green lantern and what they overall their thoughts were on this movie and still I I Ive yet to as of this review but I at the same time I do wanna just say that I enjoyed this movie I enjoyed it for what it was you know its a huge sort of spectacle movie that is great for this summer time you know this is a movie that youre gonna go out and see and you wanna see it in 3D because I I would actually say this probably is one of the first movies this year that Ive seen this year that you wanna see in 3D especially for just the opening portion it looks really good and the rest of it does look good as well and I just had fun watching this movie its not like a dark movie or anything its very much a light hearted so its perfect for kids as well as just like teenagers as well who just wanna see a lot of explosions and some crazy stuff and you know going into it or these watching the trailers before head I was really kind of hesitant about seeing the Green lantern in the first place because it looks like a cartoon Im not really a huge fan of having like all these 3D characters because I think why not just make this you know movie this live action movie and talk cartoon thats really the route that youre gonna go and it seemed like they were gonna go that route but I think there was also some sort of like um tone within the actual um powers of the green lantern and himself and that you can basically think up of anything and you can project that into the real life and I think having this sort of superpower almost this power to just imagine anything kind of just um helped me get passed that you know these are all CGI characters and set this is a playground and their imaginary playground and anything can happen anything that what also made the film exciting because you dont entirely know whats coming next the entire movie is about building up towards this ultimate battle of this force that is so powerful and they dont even know how to defeat it its that powerful you know its the darkest force ever right but then you kind of like walk out of the movie and youre like well I I get what happened I understand what happened but what what would you do for Green Lantern movie 2 that would be even like worth while now because I mean if hes able to do all of this sort of stuff like how youre supposed to really put up a force that can push him to the next level or or destroy him at the same time during the credit sequence they do have a scene that basically explains what potentially speaking the Green lantern 2 might be about and it does kind of a lea helps alleviate what that whole was is about fighting the ultimate enemy within this first movie and that the threat is still there potentially speaking so its kind of interesting to see um where theyre gonna be going with that Im looking forward to it Ive got to say its not like the Green lantern is the next Batman begins or or the Dark nighter,0,Play Welcome this stuff we like. Cam video review of the Green Lantern really sure why the Green Lantern a huge obstacle movies this is a movie that you're actually said this problem of the first movies this year just the opening it looks really good and I just seen this movie so it's perfect for kids. oceans and some crazy stop and skip the first cartoon 3D characters because I think I just make this this live action movie in there was also some sort of like the actual song of the Green Lantern himself you can basically just help me get past this is a plate. what happened I understand what happened to that would be even like we supposed to really put up a force that can push him to the next level or orange destroy him at the same time play speaking the Green Lantern 2 months to help alleviate pain is still there potentially speaking so it's kind of interesting to see where they're going to be going with the Green Lantern is the next,0.6119791269302368,"[:512][-512:]0.5365,0.6875"
6,5W7Z1C_fDaE.wav,Moli Elfman coming to you with the review for Red State probably one of the ballsiest probably one of the ballsiest fims od Sundance 2011 Um as really the best way to describe this film is its big its bold its strong it makes big powerfuls statements it doesnt hold back everything from the way its being released to the performances and to the story itself is absolutely ovrt the top impressive and really well done Its a huge break through for Kevin Smith Its completely different from anything weve ever seen him do before John Goodman absolutely amazing Melissa Leo will have you creeped out to your inner core with her tiny little smile Its so well done For all of those people who are hating on it I dont know what they are complaining about it Its a horror film ia a true sense and it is absolutely horrifying Um it is it is definately one of those films thats not gonna be easy for you to find Its being released in a very interesting way Whenever it comes to your town do not miss it Its extremly well made its extremly dare I say fun to watch in a really messed up kind of way and even now its a horror film its definately got some fun Kevin Smith moments in it for you to laugh with um Yeap absolutely not to be missed,0,Molly Elson coming to read State probably one of the best films of Sundance 2011 strong powerful statement that doesn't hold back a breakthrough for Kevin Smith so well done for all those people who are hating on. dare I say fun to watch and really messed up kind of absolutely,0.4609375,0.4609
7,6Egk_28TtTM.wav,Hi everybody my name is Anthony Aranda from Kids first I just got finished watching an excellent movie called Mars Needs Moms This movie is all about Milo who goes on a big adventure to help his mother to get away from the alians And the alians arent really good mothers so thats why they looked down on at Earth to find good mothers to take care of the alian siblings And my favorite characters in the movie would have to be Milo Milos mother and Gribble I liked Gribble because he helped Milo get Milos mother away from the alians Which I thought was awesome And my favorite part in the movie was when Milo has to save Gribble Because the alians in the uniforms were gonna shoot Gribble And when they were about to shoot Gribble Milo came in swung in and then saved the day And the there are some bad people in this movie and that is the alians and the uniforms They are bad because they listen to the Supervisor The Supervisor wants everything around here She dosent care about enything enyone ever says And I would recommend this movie for ages 3 and up because it is a good movie and it depends what age you are and how you to how you feel like see the movie Like for example my brother is five years old and he didnt think this movie was scary at all I am eight years old and I thought it was really s kind of scary And that was my example And I think I why I would be scared is because I would feel scared and kind of sad if I lost my own mother But it all turns out great in the end Go out and see this movie when it premiers on Disney DVD Oops it looks I got done Bye,0,hi everybody my name is Anthony Robinson kids first Needs Moms this movie is all about Milo to help his mother get away from the aliens. the aliens are really good Mother's so that's why they look down on us to find good Mothers to take care of the alien. my favorite character would have to be Milo Milo smother Milo get. Milo's mother away from the aliens which I saw it was awesome. my favorite part in the movie Milo have to save Gribble because the aliens and the uniforms were going to shoot and sworn in and then save the day. and the there are some bad people in this movie and that is the aliens in the uniform they are bad because they listened to the supervisor supervisor wants everything about you she doesn't care about anything anyone ever says. I would recommend this movie for ages 3 and up. because it is a good movie and it depends what age you are and how you too how you beat like see the movie. like for example my brother is 5 years old and she didn't think this move you scary at all I am eight years old and I really kind of scary that was my example I think that's why I would be scared is because I would feel scared and kind of sad if I lost my own mother but. go out and see this movie when it premieres on Disney DVD. upcycle.,0.71875,0.7188
8,6_0THN4chvY.wav,Hey guys the first film I wanted to talk about is the new Winnie the Pooh movie It came out a couple of weeks ago a went to see it just because as a little kid my parents would would show me the many adventures of Winnie the Pooh and those little um that film came out in 1977 and it was a Vignette various Pooh adventures based on the books um and I never went to see Tiggers big move or Piglets big move in a Tigger movie and Pooh and a Heffalumps or whatever the other film was in the early 2000s but I went to this one coz when I saw the trailer it remainded me of the original film and and so I was kind of curious to see maybe if that was what Disney was going for and it definately was what thay were going for um I havent seen the 1977th film Vignettes for a while but I bet if you put them next to the new film that the style would be similar enough that you wouldnt be able to really tell what the difference is um its its great if you remember that was old films would be great for kids too the story is pretty simple weve got great jokes um funny jokes that the kids would get um I love the scene where Eeyore and Pooh think that Owl is getting sick because he says issue and they think he is saying at you um that was probably part of the trailer that got me to go and see the movie beacuse I wanted to see how they could frame that so um if you havent seen Winnie the Pooh and you like family films go see it Its a great one I definately recommend it So more next time See ya,0,hey guys first time I wanted to talk about is the new Winnie the Pooh movie that came out a couple weeks ago I went to see it just because there's a little kid my parents would would show me that Many Adventures of Winnie the Pooh Tiggers Big Move big move in the Tigger movie and Pooh and the Heffalump and whatever the other phone was in the early 2000s but I went to this one cuz when I saw the trailer. it reminded me of the original film and I was kind of curious to see maybe if that's what I was going for and it definitely was what they were going for I haven't seen the 1977 film vignettes for a while but I bet if you put them next to the new film that did this style of dissimilar enough it that you wouldn't be able to really tell what the difference is it's great if you remember those old films be great for kids to the story is pretty simple.. prank jokes funny jokes that the kids will get I love to see where you are and the food think the owls getting sick because he says issue and they think he's saying I chew that was probably the part in the trailer that got me to go see the movie because I wanted to see how they could bring that so if you haven't seen one of the Pooh and you like family films go see it it's a great one. I definitely recommend it so long next time I see you,0.65625,0.6562
9,73jzhE8R1TQ.wav,snap Hey everybody um so today Im going to be reviewing I am number four the movie I have already reviewed the book and if you have not seen a video please check it out because I can always use the views so yeah if you havent seen the movie or read the book I am number four is xxx about a a species of alians called Lorians who have escaped to Earth because their planet was invaded by the Mogadorians another spicies of alians um There are only a handful Lorians left like maybe like nine children and their guardians called Sequin and Dundel Mogadorians have Folden too Hard to track them down and and isolate them But to make it harder for them the Lornians place a charm on their children so thay can always be killed in a certain order and um we in the movie The main character is number four who goes by the name of John Smith and for John the stake has been raised because number three just died hes next so he and his sequin Henry xxx tehy settle in a small town called Paradise Ohio which is where our story takes place um So there are things that I liked about the movie better than I liked about the book and vice verse It wasnt like It wasnt like oh the book was so much harder than movie maybe because number four was not my all time favorite book it was a good book but but um I wasnt crazy about it so yeah and the movie was pretty good in my opinion so I liked the movie because it did a good job of explaining the back story in the book good job of explaining thing with Lorain the Mogadorians the numbers they and they kind of stuck to the book of it so I like that and but xxx were too Hollywood for me like th this thing isnt really a big deal but um I I ddint like the fact that John had an iphone because think about it if you if your top priority is survival than why would you be worried about having the latest technology you know what I mean So since were not really sure what their financial situation is they could be like scraping by or they could be totally rich but my opinin like he shouldnt have an iphone he shouldnt care about the latest trends so thats really what the lieutenant xxx I thought it was all too commercial in that aspect um Like I said it wasnt big deal and you probably dont think so but you know just one of those little things that that hurt you for some reason you know what I mean um another thing that did bother me were the kissings um John does meet a girl in paradise and in some hearts like tr l,0,everybody and so today I'm going to be reviewing I Am Number Four the movie I have already reviewed the books and if you have not seen. yeah if you haven't seen the movie or read the book number for a basically about species of aliens from another species of aliens. and I'm sweet in the movies the main character is number 4 by the name of John Smith has died he's not so she going to Stephen Henry did they settle in a small town called Paradise Ohio which is where our stories take place.or so my charger movie was not my cell in the movie was pretty good in my opinion Lawrence. the president words to Hollywood for me. it the thing isn't really a big deal. because if you is your top priority is survival then why would you do for a bit about having so latest what their financial situation is a dice and in some parts like,0.5364583730697632,0.526
