,audio_name,script,label
0,AJJacobs_2007P.sph.wav,i've also had some meals that make me want to dry heave so it's about choosing the parts of the bible about compassion about tolerance about loving your neighbor as opposed to the parts about homosexuality is a sin or intolerance or violence which are very much in the bible as well so if we are to find any meaning in this book then we have to really engage it and wrestle with it and i thought i'd end with just a couple more there's me reading the bible that's how i hailed taxi cabs morning but it served well for a day so anyway thank you so much for letting me so and it was about the year i spent reading the encyclopedia britannica from a to z in my quest to learn everything in the world or more precisely from which is a type of east asian music all the way to zwyiec which is well i don't although listening to kevin kelly you don't have to remember anything you can just google it so i wasted some time there i love those experiments but i think that the most profound and life changing experiment that i've done is my most recent experiment i thought i'd tell you a little about what i like to write and i like to immerse myself in my topics i just like to dive right in and become sort of a human guinea pig and where i spent a year trying to follow all of the rules of the bible the year of living biblically and i undertook this for two reasons the first was that i grew up with no religion at all as i say in my book i'm jewish in the same way the olive garden is italian so but i've become increasingly interested in religion i do think it's the defining issue of our time or one of the main ones and i have a son i want to know what to teach him so i decided to dive in head first and try to live the bible the second reason i undertook this is because i'm concerned about the rise of fundamentalism religious fundamentalism and people who say what if you really did take the bible literally i decided to take it to its logical conclusion and take everything in the bible literally without picking and choosing the first thing i did was i got a stack of bibles i had christian bibles i had jewish bibles a friend of mine sent me something called a hip hop bible where the twenty three rd psalm is rendered as the lord is all that as opposed to what i knew it as the lord is my shepherd then i went down and i read several versions and i wrote down every single law that i could find and this was a very long list over seven hundred rules and they range from the famous ones that i had heard of the ten commandments love your neighbor be fruitful and multiply so i wanted to follow those and actually i take my projects very seriously because i had twins during my year so i definitely take my projects seriously but i also wanted to follow the hundreds of arcane and obscure laws that are in the bible there is the law in leviticus you cannot shave the corners of your beard i didn't know where my corners were so i decided to let the whole thing grow and this is what i looked like by the end as you can imagine i spent a lot of time at airport security my wife wouldn't kiss me for the last two months so certainly the challenge was there the bible says you cannot wear clothes made of mixed fibers so i thought sounds strange but i'll try it you only know i see my life as a series of experiments so i work for esquire magazine and a couple of years ago i wrote an article called my outsourced life i got rid of all my poly cotton t shirts the bible says that if two men are in a fight and the wife of one of those men grabs the testicles of the other her hand shall be cut off so i wanted to follow that rule wife was standing nearby looking like she had a strong grip so there's another shot of my beard i will say it was an amazing year because it really was life changing and incredibly challenging and there were two types of laws were particularly challenging the first was avoiding the little sins that we all commit every day know i could spend a year not killing but spending a year not gossiping not coveting not lying you know i live in new york and i work as a journalist so this was seventy five eighty percent of my but it was really interesting because i was able to make some progress because i couldn't believe how my behavior changed my thoughts this was one of the huge lessons of the year is that i almost pretended to be a better person and i became a little bit of a better person so i had always thought you know you change your mind and you change your behavior but it's often the other way round you change your behavior and you change your mind so you know if you want to become more compassionate you visit sick people in the hospital and you will become more compassionate where i hired a team of people in bangalore india to live my life for me so they answered my emails they answered my phone they argued with my wife for me and they you donate money to a cause and you become emotionally involved in that cause so it really was cognitive psychology that if you smile you will become happier which as we know is actually true the second type of rule that was difficult to obey was the rules that will get you into a little trouble in twenty one st century america and the clearest example of this is stoning adulterers but it's a big part of the bible so i had to address i was able to stone one adulterer it happened i was in the park and i was dressed in my biblical clothing sandals and a white robe you know because again the outer see how dressing biblically affected my mind up to me and he said why are you dressed like that and i explained my project and he said well i am an adulterer are you going to stone me and i said well that would be great and i took out a handful of stones from my pocket that i had been carrying around for weeks hoping for just this interaction and you know they were pebbles out of my hand he was actually an elderly man mid seventies just so you know but he 's still an adulterer and still quite angry he grabbed them out of my hand and threw them at my face and i felt that i could eye for an eye i could retaliate and throw one back at him so that was my experience stoning and it did allow me to talk about in a more serious way these big issues how can the bible be so barbaric in some places and yet so incredibly wise in others it has all of these authors and editors over hundreds of years and it's sort of evolved it's not a book that was written and came down from on high my son bedtime stories it was the best month of my life because i just sat back and i read books and watched movies so i thought i would end by telling you just a couple of the take away the bigger lessons that i learned from my year the first is thou shalt not take the bible literally this very very clear early on because if you do then you end up acting like a crazy person and stoning adulterers or here well that's another i did spend some time shepherding it's a very relaxing vocation i recommend it but this one is and my wife thought this was very offensive so she sat in every seat in our apartment and i had to spend much of the year standing until i bought my own seat and carried it around so you know i met with creationists i went to the creationists museum and these are the ultimate literalists and it was fascinating because they were not stupid people at all that they distort all the data to fit their model and they go through these amazing mental gymnastics to accomplish this and i will say though was a wonderful experience more recently i wrote an article for esquire called about radical honesty and this is a movement the museum is gorgeous they really did a fantastic job if you're ever in kentucky there's i think it's crazy they did a great job another lesson is that thou shalt give thanks and this one was a big lesson because i was praying giving these prayers of thanksgiving which was odd for an agnostic but saying thanks all the time every day and i started to change my perspective and i started to realize the hundreds of little things that go right every day that i didn't even notice that i took for granted as opposed to focusing on the three or four that went wrong so this is actually a key to happiness for me is to just remember when i came over here the car didn't flip over and i didn't trip coming up the stairs it's a remarkable thing this one was unexpected because i started the year as an agnostic and by the end of the year i became what a friend of mine calls a reverent agnostic which i love a movement so if anyone wants to join the basic idea is whether or not there is a god there's something important and beautiful about the idea of sacredness and that our rituals can be sacred the sabbath can be this was one of the great things about my year doing the sabbath because i am a workaholic so having this one day where you cannot work it really that changed my life this is started by a psychologist in virginia who says that you should never ever lie except maybe during poker and golf his only exceptions and more than that journey i wanted it to be about religion in america so i spent time with evangelical christians and hasidic jews and the i'm very proud because i think i'm the only person in america to out bible talk a jehovah 's witness thank you but it was because i had some very preconceived notions about for instance evangelical christianity and i found that it's such a wide and varied movement that it is difficult to make generalizations about it there's a group i met with called the red letter christians and they focus on words in the bible which are the ones that jesus spoke that's how they printed them in the old bibles and is that jesus never talked about homosexuality they have a pamphlet that says here 's what jesus said about homosexuality and you open it up and there's nothing in it so they say jesus did talk a lot about helping the outcasts helping poor people so this was very inspiring to me i recommend jim wallace and tony campolo they're very inspiring leaders even though i disagree with much of what they say also thou shalt not i was shocked learning how much of my life is governed by irrational forces and the thing is if they're not harmful they're not to be completely dismissed because i learned that i was thinking i was doing all these rituals these biblical rituals separating my and linen and i would ask these religious people why would the bible possibly tell us to do this why would god care and they said we don't know but it's just rituals that give us meaning and i would say but that's crazy and they would say well what about you you blow out candles on top of a birthday cake if a guy from mars came down and saw here 's one guy blowing out the fire on top of a cake versus another guy not wearing clothes of mixed fabrics would the martians say well that he makes sense but that guy 's crazy so no i think that are not harmful but rituals by themselves are not to be dismissed and finally i learned that thou shall pick and choose and this one i learned because i tried to follow everything in the bible and i failed miserably because you can 't you have to pick and choose and anyone who follows the bible is going to be picking and choosing the key is i do not recommend this at all to give you a sense of the experience the article was called i think you're fat to pick and choose the right parts there's the phrase called my argument is what 's wrong with cafeterias i've had some great meals at cafeterias,1
1,AaronHuey_2010X.sph.wav,we have indeed taken the best part of the meat so let 's look today at a set of photographs of a people who lost so that we could gain and know that when you see these people 's faces that these are not just images of the lakota they stand for all indigenous people on this piece of paper is the history the way i learned it from my lakota friends and family i'm here today to show my photographs of the lakota many of you may have heard of the lakota or at least the larger group of tribes called sixty six the beginning of the transcontinental railroad a new era we appropriated land for trails and trains to shortcut through the heart of the lakota nation the treaties were out the window in response three tribes led by the lakota chief red cloud attacked and defeated the u s army many times over i want to repeat that part the lakota defeat the u s army sixty eight the second fort laramie treaty clearly guarantees the sovereignty of the great sioux nation and the lakotas ownership of the sacred black hills the lakota are one of many tribes that were moved off their land to prisoner of war camps now called reservations the pine ridge reservation seventy one the indian appropriation act makes all indians wards of the federal government in addition the military issued orders forbidding western indians from leaving reservations the move destroyed the reservations making it easier to further subdivide and to sell with every passing generation most of the surplus land i believe to be the most important in this slide show this is the year of the wounded knee massacre to this day this is the most medals of honor ever awarded for a single battle more medals of honor were given for the indiscriminate slaughter of women and children than for any battle in world war one world war two korea vietnam iraq or afghanistan the wounded knee massacre is considered the end of the indian wars whenever i visit the site of the mass grave at wounded knee now if any of you have ever heard of aim the american indian movement or of russell means or leonard peltier or of the stand off at oglala i see it not just a grave for the lakota or for the sioux but as a grave for all indigenous peoples the holy man black elk said i did not know then how much was ended when i look back now from this high hill of my old age i can still see the butchered women and children lying heaped and scattered all along the crooked gulch when i saw them with eyes still young and i can see that something else died there in the bloody mud and was buried in the blizzard a people 's dream died there and it was a beautiful dream with this event a new era in native american history began everything can be measured before wounded knee and after because it was in this moment with the fingers on the triggers of the hotchkiss guns the court determined that when the sioux were resettled onto reservations and seven million acres of their land were opened up to prospectors and homesteaders the terms of the second fort laramie treaty had been violated the court stated that the black hills were illegally taken and that the initial offering price plus interest should be paid to the sioux nation ten statistics about native population today more than a century after the massacre at wounded knee reveal the legacy of colonization forced migration and treaty violations at least sixty percent of the homes on the reservation are infested with black mold more than ninety percent of the population lives below the federal poverty line the tuberculosis rate on pine ridge is approximately eight times higher than the u s national average the infant mortality rate is the highest on this continent and is about three times higher than the u s national average the last chapter in any successful genocide is the one in which the oppressor can remove their hands and say my god what are these people doing to themselves they're killing each other they're killing themselves while we watch them die this is how we came to own these united states this is the legacy of manifest destiny prisoners are still born into prisoner of war camps long after the guards are gone these are the bones left after the best meat has been has been taken a long time ago a series of events was set in motion by a people who look like me by wasichu eager to take the land and the water and the gold in the hills those events led to a domino effect that has yet to end as removed as we the dominant society may feel what is the connection between these images of suffering and the history that i just read to you and how much of this history do you need to own even is any of this your responsibility today been told that there must be something we can do there must be some call to action because for so long i've been standing on the sidelines content to be a witness just taking photographs because the solution seems so far in the past i needed nothing short of a time machine to access them the suffering of indigenous peoples is not a simple issue to fix it's not something everyone can get behind the way they get behind helping haiti of ending aids or fighting a famine and invited me again and again over five years but on pine ridge i will always be what is called wasichu and wasichu is a lakota word the fix as it's called may be much more difficult for the dominant society than say a fifty dollar check or church trip to paint some graffiti covered houses or a suburban family donating a box of clothes they don't even want anymore so where does that leave us shrugging our shoulders in the dark the call to action i offer today my ted wish is this honor the treaties give back the black hills it's not your business what they do with them that means non indian but another version of this word means the one who takes the best meat for himself and that's what i want to focus on the one who takes the best part of the meat it means greedy,1
2,AdamGrosser_2007.sph.wav,and then as the ammonia re evaporates and combines with the water back on the erstwhile hot side it creates a powerful cooling effect so it was a great idea that didn't work at all it blew up because using ammonia you get hugely high pressures if you heated them wrong it topped four hundred psi the ammonia was toxic it sprayed everywhere but it was kind of an interesting thought so the great thing about two thousand and six is there's a lot of really great computational work you can do so we got the whole thermodynamics department at stanford involved a lot of computational fluid dynamics we proved that most of the ammonia refrigeration tables are wrong we found some non toxic refrigerants that worked at very low vapor pressures this is a work in process based on some comments that were made at ted two years ago about the need for the put it into a container and it will refrigerate for twenty four hours it looks like this this is the fifth prototype it's not quite done weighs about eight pounds,1
3,AdamSadowsky_2010X.sph.wav,we came up with a list of they wanted band integration that is the machine acting upon the band members specifically not the other way around they wanted the machine action to follow the song feeling so as the song picks up emotion so should the machine get grander in its process they wanted us to make use of the space so we have this ten thousand sq ft warehouse we were using divided between two floors it included an exterior loading dock we used all of that including a giant hole in the floor that we actually descended the camera and cameraman through they wanted it messy and we were happy to oblige hi there i'm going to be talking a little bit about music machines and life the machine itself would start the music so the machine would get started it would travel some distance reacting along the way hit play on an ipod or a tape deck or something that would start playback and the machine would maintain synchronization throughout and speaking of synchronization they wanted it to sync to the rhythm and to hit specific beats along the way they wanted it to end precisely on time okay so now the start to finish timing has to be perfect and they wanted the music to drop out at a certain point in the video and actual live audio from the machine to play part of the song and as if that wasn't enough all of these incredibly complicating things right they wanted it in one shot okay so just some statistics about sort of what we went through in the process the machine itself has eighty nine distinct interactions or more specifically what we learned from the creation of a very large and complicated machine for a music video some of you may recognize this image this is the opening frame of the video that we created it took us eighty five takes to get it on film to our satisfaction of those eighty five takes only three actually successfully completed their we destroyed two pianos and ten televisions in the process we went to home depot well over a hundred times and we lost one high heeled shoe when one of our engineers heather knight left her high heeled shoe after a nice dinner and returned back to the build and left it in a pile of stuff and another engineer thought well that would be a really good thing to use and ended up using it as a really nice trigger and it's actually in the machine so what did we learn from all of this well having completed this we have the opportunity to step back and reflect on some of the things and we learned that small stuff stinks little balls in wooden tracks are really susceptible to humidity and temperature and a little bit of dust and they fall out of the tracks the exact angles makes it hard to get right and yet a bowling ball will always follow the same path it doesn't matter what temperature it is doesn't matter what's in its way it will pretty much get where it needs to go but as much as the small stuff stinks we needed somewhere to start so that we would have somewhere to go and so you have to start with it you have to focus on it small stuff stinks what else planning is incredibly important you know we spent a lot of time ideating and even building some of these things it's been said that no battle plan survives contact with the enemy i think our enemy was physics and she's a cruel mistress often we had to pull things out as a result because of timing or aesthetics or whatever and so while planning is important so is flexibility these are all things that ended up not making it into the final machine be showing the video at the end but before we do i want to talk a little bit about what it is that they wanted now when we first started talking to ok go the name of the song is this too shall pass real car near the end of the video the big real car works every time there's no problem about it the little one had a tendency to try to run off the track and that's a problem but you don't want to have to reset the whole machine because the lego car at the end doesn't work right so you put that up front so that if it fails at least you know you don't have to reset the whole thing can be were incredibly difficult moments in the building of this thing months were spent in this tiny cold warehouse and the wonderful elation that we this too shall pass we the they've done we were really excited because they expressed interest in building a machine that they could dance with and we were very excited about this because of course they have a history of dancing with machines we sort of started talking about what it is that they wanted and they explained that they wanted kind of a rube goldberg machine now for those of you who don't know a rube goldberg machine is a so we were excited by this idea and we started talking about exactly what it would look like and we came up with some parameters,1
4,AdamSavage_2008P.sph.wav,and i thought to myself wouldn't it be great if i had my own dodo skeleton and so i want to point out here at this point that my life obsessed by objects and the stories that they tell and this was the very latest one so i began looking around for to see if anyone sold a some kind of model that i could get and i found lots of reference material lots of lovely pictures no dice no dodo skeleton for me but the damage had been done i had saved a few hundred photos of dodo skeletons into my creative projects folder it's a repository for my brain everything that i could possibly be interested in any time i have an internet connection there's a sluice of stuff moving into there everything from beautiful rings to cockpit photos the key that the marquis du lafayette sent to george washington to celebrate the storming of the russian nuclear launch key the one on the top is the picture of the one i found on ebay the one on the bottom is the one i made for myself because i couldn't afford the one on about four years the new yorker published an article about a cache of dodo bones that was found in a pit on the island of mauritius now the island of maybe yeah maybe i could make my own dodo skull i should point out at this time i'm not a sculptor i'm a hard edged model maker you give me a drawing you give me a prop to replicate you give me a something like this my friend mike murnane sculpted this it's a maquette for star wars episode two this is not my thing i this is something other people do dragons soft things however i felt like i had looked at enough photos of dodo skulls to actually be able to understand the topology and perhaps replicate it i mean it couldn't be that difficult so i started looking at the best photos i could find i grabbed all the reference and i found this lovely piece of reference this is someone selling this on ebay it was a woman 's clearly a woman a s hand hopefully a woman 's hand is a small island off the east coast of madagascar in the indian ocean and it is the place where the dodo bird was discovered as size reference for figuring out exactly how big the beak should be exactly how long et cetera et cetera and over a few hours i eventually achieved what was actually a pretty reasonable dodo skull and i didn't mean to continue i it's kind of like you know you can only clean a super messy room by picking up one thing at a time you can't think about the totality i wasn't thinking about a dodo skeleton i just noticed that as i finished this skull the armature wire that i had been used to holding it up was sticking out of the back just where a spine would be and one of the other things i'd been interested in and obsessed with over the years is spines and skeletons having collected a couple of hundred i actually understood the mechanics of vertebrae enough to kind of start to imitate them and so button by button vertebrae by vertebrae i built my way down and actually by the end of the day i had a reasonable skull a moderately good vertebrae and half of a pelvis and again i kept on going looking for more reference every bit of reference i could find drawings beautiful photos this guy i love this guy he put a dodo leg bones in a scanner with a ruler you can see that i even made a museum label for it that includes a brief history of the dodo and tap plastics made me although i didn't photograph it a museum vitrine i don't have the room for this in my house but i had to finish what i had started and this actually represented kind of a sea change to me again like i said my life has been about being fascinated by objects and the stories that they tell and also making them for myself obtaining them appreciating them and extinguished all within about one hundred and fifty years everyone was very excited about this archeological find because it meant that they might finally be able to assemble a single dodo skeleton see and diving into them and in this folder creative projects there are tons of projects that i'm currently working on projects that i've already worked on things that i might want to work on some day and things that i may just want to find and buy and have and and look at and touch but now there was potentially this new category of things that i could sculpt that was different that i you know i have my own r two d two but that's honestly relative to sculpting to me that's easy and so i went back and looked through my creative projects folder and i happened across the maltese falcon now this is funny for me to fall in love with an object from a hammett novel because if it's true that the world is divided into two types of people chandler people and hammett people i am absolutely a chandler person but in this case it's not about it's not about the author it's not about the book or the movie or the story it's about the object in and of itself and in this case this object is plays on a host of and it is very likely the object from which hammett drew his inspiration for the maltese falcon then there is the fictional bird the one that hammett created for the book built out of words it is the engine that drives the plot of his book and also the movie in which another object is created a prop that has to represent the thing that hammett created out of words inspired by the kniphauser hawk and this represents the falcon in the movie and then there is this fourth level which is while museums all over the world have dodo skeletons in their collection nobody not even the actual natural history museum on the island of mauritius has a skeleton that's made from the bones of a single dodo a whole new object in the world the prop made for the movie the representative of the thing becomes in its own right a whole other thing a whole new object of desire and so i contacted an antiquarian bookseller who had the original christie 's catalogue and in it i found this magnificent picture which included a size reference i was able to scan the picture blow it up to exactly full size it was made out of resin which wasn't a common material for movie props about the time the movie was made it's funny to me that it took a while to authenticate it because i can see it compared to this thing and i can tell you it's real it's the real thing it's made from the exact same mold that this one is in this one because the auction was actually so controversial profiles in history the auction house that sold this and other side elevation so now i had all the topology i needed to replicate the maltese falcon what do they do how do you start something like that i really don't know so what i did was again like i did with the dodo skull i blew all my reference up to full size isn't exactly true the fact is is that the british museum had a complete specimen of a dodo in their collection up until the eighteenth century it was actually mummified skin and all feather by feather detail by detail i worked out and achieved working in front of the television and super sculpey here 's me sitting next to my wife it's the only picture i took of the entire process as i moved through i achieved so i went down to my shop and i molded it and i cast it in resin i ended up with this my maltese falcon and it's beautiful and i can state with authority at this point in time when i'd finished it of all of the replicas out there and there is a few this is by far the most accurate representation of the original maltese falcon than anyone has sculpted now the original one i should tell you is sculpted by a guy named fred sexton this is where it gets weird but in a fit of space saving zeal they actually cut off the head and they cut off the feet and they burned the rest in a bonfire if you go look at their website today they'll actually list these specimens saying the rest was lost in a fire the los angeles county museum of art had a plaster original of the maltese falcon one of the original six plasters i think made for the movie stolen out of the museum a lot of people thought it was a publicity stunt for the movie john 's grill which actually is seen briefly in the maltese falcon is still a viable san francisco eatery counted amongst its regular customers elisha cook who played wilmer cook in the movie and he gave them one of his original plasters of the maltese falcon and they had it in their cabinet for about fifteen years until it got stolen in january of two thousand and seven it would seem that the object of desire only comes into its own by disappearing repeatedly so here i had this falcon and it was lovely it looked really great it the light worked on it really well it was better than anything that i could achieve or obtain out in the world but there was a problem and the problem was was that the entirety of the object i wanted the weight behind the object this thing was made of resin and it was too light there's this group online that i frequent it's a group of prop crazies just like me called the replica props forum and it's people who trade make and travel in information about movie props and it turned out that one of the guys there a friend of mine that i never actually met but befriended through some prop deals was the manager of a local foundry he took my master falcon pattern he actually did lost wax casting in bronze for me and this is the bronze i got back and this is after some acid etching the one that i ended up with and this thing it's deeply deeply satisfying to me here i'm going to i going to put it out there later on tonight and you can a i want you to pick it not quite the whole truth anyway the frontispiece of this article was this photo and i'm one of the people that thinks that tina brown was great for bringing photos to the new yorker because this photo yeah i there you can see it's weighing in at twenty seven and a half pounds that's half the weight of my dog huxley but there's a problem now here 's the most recent progression of falcons on the far left is a piece of crap a replica i bought on ebay there's my somewhat ruined sculpey falcon because i had to get it back out of the mold there's my first casting there's my master and there's my bronze that happens when you mold and cast things which is that every time you throw it into silicone and cast it in resin you lose a little bit of volume you lose a little bit of size and when i held my bronze one up against my sculpey one it was shorter by three quarters of an inch why didn't i remember this why didn't i start and make it bigger so what do i do i figure i have two options one and blown this up big enough to make a three d lithography master of this which i will polish then i will send to the mold maker and then i will have it done in bronze there are several people who own originals and i have been attempting to contact them and reach them hoping that they will let me spend few minutes in the presence of one of the real birds maybe to take a picture or even to pull out the hand held laser scanner that i happen to own that fits inside a cereal box and could maybe without even touching their bird i swear get a perfect three d scan and i'm even willing to sign pages saying that i'll never let anyone else have it except for me in my office i promise i'll give them one if they want it and completely rocked my world i became obsessed with the object not just the beautiful photograph itself and the color the shallow depth of field the detail that's visible the wire you can see on the beak there that the conservator used to put this skeleton together there's an entire story here then maybe then i'll achieve the end of this exercise but really if we're all going to be honest with ourselves i have to admit that achieving the end of the exercise was never the point of the exercise to begin with was it,1
5,AditiShankardass_2009I.sph.wav,but diagnosing a brain disorder without actually looking at the brain is analogous to treating a patient with a heart problem based on their physical symptoms without even doing an ecg or a chest x ray to look at the heart it seemed so intuitive to me to diagnose and treat a brain disorder accurately it would be necessary to look at the brain directly looking at behavior alone can miss a vital piece of the puzzle and provide an incomplete or even a misleading picture of the child 's problems yet despite all the advances in medical technology the diagnosis of brain disorders in one in six children still remained so limited and then i came across a team at harvard university that had taken one such advanced medical technology and finally applied it instead of in brain research towards diagnosing brain disorders in children their groundbreaking technology records the eeg or the electrical activity of the brain in real time when i was ten years old a cousin of mine took me on a tour of his medical school allowing us to watch the brain as it performs various functions and then detect even the slightest abnormality in any of these functions vision attention language a program called brain electrical activity mapping then triangulates the source of that abnormality in the brain and another program called statistical probability mapping then performs mathematical calculations to determine whether any of these abnormalities are clinically significant allowing us to provide a much more accurate neurological diagnosis of the child 's symptoms and so i became the head of neurophysiology for the clinical arm of this team like to tell you about one such child whose story was also covered by abc news seven year old justin senigar and as a special treat he took me to the pathology lab and took a real human brain out of the jar and placed it in my hands came to our clinic with this diagnosis of very severe autism like many autistic children his mind was locked inside his body there were moments when he would actually space out for seconds at a time and the doctors told his parents he was never going to be able to communicate or interact socially and he would probably never have too much language when we used this groundbreaking eeg technology to actually look at justin 's brain the results were startling it turned out that justin was almost certainly not autistic he was suffering from brain seizures that were impossible to see with the naked eye but that were actually causing symptoms that mimicked those of autism after justin was given anti seizure medication the change in him was amazing within a period of sixty days his vocabulary went from two to three words to three hundred words and his communication and social interaction were improved so dramatically that he was enrolled in a regular school and even became a karate superchamp research shows that fifty percent of children almost fifty percent of children diagnosed with autism are actually suffering from hidden brain seizures these are the faces of the children that i have tested with stories just like justin all these children and there it was the seat of human consciousness the powerhouse of the human body sitting in my hands came to our clinic with a diagnosis of autism attention deficit disorder mental retardation language problems instead scans revealed very specific problems hidden within their brains that couldn't possibly have been detected by their behavioral assessments so these eeg scans enabled us to provide these children with a much more accurate neurological diagnosis and much more targeted treatment for too long now children with developmental disorders have suffered from misdiagnosis while their real problems have gone undetected and left to and for too long these children and their parents have suffered undue frustration and desperation but we are now in a new era of neuroscience one in which we can finally look directly at brain function in real time with no risks and no side effects non invasively and find the true source of so many disabilities in children so if i could inspire even a fraction of you in the audience today to share this pioneering diagnostic approach with even one parent whose child is suffering from a developmental disorder then perhaps one more puzzle in one more brain will be solved one more mind will be unlocked and one more child who has been misdiagnosed or even undiagnosed by the system and that day i knew that when i grew up i was going to become a brain doctor scientist something or the other will finally realize his or her true potential while there's still time for his or her brain to recover and all this by simply watching the child 's brainwaves thank you years later when i finally grew up my dream came true and it was while i was doing my ph d on the neurological causes of dyslexia in children that i encountered a startling fact that i'd like to share with you all today it is estimated that one in six children that's one in six children suffer from some developmental disorder this is a disorder that retards mental development in the child and causes permanent mental impairments which means that each and every one of you here today knows at least one child that is suffering from a developmental disorder but here 's what really perplexed me despite the fact that each and every one these disorders originates in the brain most of these disorders are diagnosed solely on the basis of observable behavior,1
6,AdoraSvitak_2010.sph.wav,for better or worse we kids aren't hampered as much when it comes to thinking about reasons why not to do things kids can be full of inspiring aspirations and hopeful thinking like my wish that no one went hungry or that everything were free kind of utopia how many of you still dream like that and believe in the possibilities on the other hand we kids still dream about perfection and that's a good thing because in order to make anything a reality you have to dream about it first in many ways our audacity to imagine helps push the boundaries of possibility for instance the museum of glass in tacoma washington my home state yoohoo washington now i want to start with a question when was the last time you were called childish for kids like me being called childish can be a frequent occurrence our inherent wisdom doesn't have to be insiders knowledge kids already do a lot of learning from adults teachers and students and i like this analogy it shouldn 't just be a teacher at the head of the classroom telling students do this do that the students should teach their teachers learning between grown ups and kids should be reciprocal the reality unfortunately is a little different and it has a lot to do with trust or a lack of it don't trust someone you place restrictions on them right if i doubt my older sister 's ability to pay back the ten percent interest i established on her last loan i'm going to withhold her ability to get more money from me until she pays it back true story by the way to have a prevalently restrictive attitude towards kids from every don 't do that don 't do this in the school handbook to restrictions on school internet use as history points out regimes become oppressive when they're fearful about keeping control and although adults may not be quite at the level of totalitarian regimes kids have no or very little say in making the rules when really the attitude should be reciprocal meaning that the adult population should learn and take into account the wishes of the younger population now what's even worse than restriction is that adults often underestimate kids abilities we love challenges but when expectations are low trust me we will sink to them to write from the age of four and when i was six my mom bought me my own laptop equipped with microsoft word thank you bill gates and thank you ma i wrote over three hundred short stories on that little laptop and i wanted to get published many publishers were not quite so encouraging one large children 's publisher ironically saying that they didn't work with children we are called childish which really bothers me after all take a look at these events imperialism and colonization and from there on it's gone to speaking at hundreds of schools keynoting to thousands of educators and finally today speaking to you i appreciate your attention today because to show that you truly care you listen but just like you really the goal is not to turn kids into your kind of adult but rather better adults than you have been which may be a little challenging considering your guys credentials no matter your position of place in life it is imperative to create opportunities for children so that we can grow up to blow you away because we are the leaders of tomorrow which means we're going to be taking care of you when you're old and senile no just kidding world wars george w bush ask yourself who 's responsible really we are going to be the next generation the ones who will bring this world forward and in case you don't think that this really has meaning for you now the world needs opportunities for new leaders and new ideas kids need opportunities to lead and succeed what have kids frank touched millions with her powerful account of the holocaust ruby bridges helped end segregation in the united states and most recently charlie simpson to raise one hundred and twenty thousand pounds for haiti on his little bike so as you can see evidenced by such examples age has absolutely nothing to do with it the traits the word childish addresses are seen so often in adults that we should abolish this age discriminatory word when it comes to criticizing behavior associated with irresponsibility say that certain types of irrational thinking exactly what the world needs maybe you've had grand plans before but stopped yourself thinking that's impossible or that costs too much or that won 't benefit me,1
